Title	URL	Assignees	Status	Estimated size	Real size	Labels
Chat Screen	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/52	andrewluka	Awaiting Review	5		Frontend, high priority, visual
Deleting Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/129	andrewluka	Awaiting Review	3		Frontend, medium priority
Fix: Account Signup	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/113	hannes-v	Awaiting Review	3		Frontend, high priority
Fix: Uploading Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/141	hannes-v	Awaiting Review			Frontend, high priority
Documentation	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/94	AbdulHaseeb-SE, MuhammadZeeshan2, VogtIndustries	Feature Archive			Deliverable, urgent
Connecting Document Upload to Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/69	hannes-v	Feature Archive	3	5	Frontend, urgent
Connecting Document Views to Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/90	hannes-v	Feature Archive	5	3	Frontend, urgent
Home Screen with Appropriate Navigation Options	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/13	VogtIndustries	Feature Archive	3	5	Frontend, medium priority
Simple Combining Knowledge Graphs	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/109	Hossam-Amer, MuhammadZeeshan2	Feature Archive	8	5	Backend, medium priority
Connect Knowledge Extraction UI to Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/96	andrewluka	Feature Archive	5	3	Frontend, high priority
Backend Deployment: Knowledge Graph Components	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/89	AbdulHaseeb-SE, hasnatahmed331, Hossam-Amer, MuhammadZeeshan2	Feature Archive	8	5	Backend, high priority
API: Knowledge Graph Extraction Status	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/104		Feature Archive			Already done?, Backend, medium priority
User Registration (Sign Up) View	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/54	hannes-v, VogtIndustries	Feature Archive	1	1	Frontend, medium priority, visual
User Registration (Functionality)	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/68	hannes-v	Feature Archive	3	2	Frontend, medium priority
Login Authentication Process 	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/37	AbdulHaseeb-SE, hannes-v, hasnatahmed331	Feature Archive	5	5	Backend, Frontend, medium priority
Knowledge Graph Download Button	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/55	hannes-v	Feature Archive	2	3	Frontend, high priority
UI for Knowledge Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/71	VogtIndustries	Feature Archive	2	2	Frontend, high priority, visual
Backend API: Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/57	AbdulHaseeb-SE	Feature Archive	5	8	Backend, high priority
Build Process Video	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/80	hannes-v, Hossam-Amer	Feature Archive			Deliverable, urgent
GCP Scheduling Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/91	AbdulHaseeb-SE	Feature Archive	3	3	Backend, high priority
Extracting Knowledge Graphs from Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/44	hasnatahmed331, Hossam-Amer, MuhammadZeeshan2	Feature Archive	8	13	Backend, high priority
Knowledge Graph Pipeline Refinement	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/59	hasnatahmed331, MuhammadZeeshan2	Feature Archive	8	5	Backend, high priority
Set up Database for App Persistent Storage	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/17	AbdulHaseeb-SE, hasnatahmed331	Feature Archive	5	5	Backend, Frontend, high priority
Consistent Layout	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/45	VogtIndustries	Feature Archive	5	3	Frontend, medium priority
Document Details Overview	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/53	VogtIndustries	Feature Archive	3	2	Frontend, high priority, visual
CI/CD for Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/47	Hossam-Amer	Feature Archive	5	5	Backend, medium priority
Storing Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/86		Feature Archive			Backend, high priority
Set up API framework: User Authentication	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/25	AbdulHaseeb-SE, hasnatahmed331	Feature Archive	5		Backend, Frontend, medium priority
Set up GCP	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/23	hasnatahmed331	Feature Archive	5	5	Backend, high priority
