Title	URL	Assignees	Status	Estimated size	Real size	Labels
Chat Database	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/162	hannes-v	Feature Archive	5	5	Frontend, urgent
Persistent Chat History 	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/146	hannes-v	Feature Archive	5	3	Frontend, high priority
Creating Chats	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/151	hannes-v	Feature Archive	1	3	Frontend, high priority
Preview of Uploaded Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/12	VogtIndustries	Feature Archive	2	2	Frontend, low priority
Chat Overview	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/114	VogtIndustries	Feature Archive	3	1	Frontend, medium priority
Combining all document sub-graphs into one	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/126	hasnatahmed331	Feature Archive	5	5	Backend, high priority
Deploy user knowledge graph in backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/161	AbdulHaseeb-SE, hasnatahmed331	Feature Archive	3	3	Backend, high priority
Fix: Knowledge Graph Extraction API	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/142	AbdulHaseeb-SE, hasnatahmed331	Feature Archive	3	5	Backend, Frontend, urgent
API: LLM Chat Agent	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/115	MuhammadZeeshan2	Feature Archive	5	5	Backend, urgent
Knowledge Graph Refinement	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/148	hasnatahmed331, Hossam-Amer	Feature Archive	5	5	Backend, medium priority
Fix: Uploading Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/141	hannes-v	Feature Archive	1	1	Frontend, high priority
Generate Embeddings	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/60		Feature Archive			Backend, Blocked, medium priority
Chat Screen	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/52	andrewluka	Feature Archive	5	5	Frontend, high priority, visual
Deleting Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/129	andrewluka	Feature Archive	3	5	Frontend, medium priority
Fix: Account Signup	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/113	hannes-v	Feature Archive	3	3	Frontend, high priority
